cardid,ارزش,پرداخت,جنسیت,مالکیت منزل,درآمد,سن,گوشت,مرغ,پیتزا,همبرگر,چیپس,کنسرو,نوشابه,دلستر,آب معدنی,ماهی,کباب
59071,28.076800,"CHEQUE","F","YES",28100,35,"F","F","F","F","T","F","T","F","F","T","F"
72299,24.027300,"CHEQUE","F","YES",25800,24,"T","F","F","F","F","F","T","F","T","T","F"
103546,45.589300,"CARD","M","NO",28500,44,"F","F","F","F","F","F","F","F","F","F","F"
52011,39.119600,"CASH","F","NO",24500,25,"F","F","F","F","F","F","T","F","F","F","F"
81745,15.957600,"CARD","F","YES",12400,49,"F","F","T","F","F","F","F","F","T","F","F"
70428,23.608500,"CARD","F","NO",21600,42,"F","F","T","T","F","F","T","T","T","F","F"
85182,11.920000,"CARD","M","NO",27600,22,"T","T","F","F","F","F","F","F","T","T","F"
62175,17.918300,"CASH","M","NO",13300,16,"T","T","F","T","T","T","T","F","F","T","F"
39715,28.212600,"CASH","M","YES",20200,17,"T","F","F","F","F","F","F","F","F","F","F"
97328,24.025500,"CASH","F","YES",14300,24,"F","F","T","T","F","F","F","F","F","F","F"
50064,47.082200,"CARD","M","NO",15400,20,"T","F","T","T","F","T","T","F","F","T","F"
72200,12.452600,"CASH","F","NO",14400,48,"T","F","T","F","F","F","F","F","F","T","F"
14301,39.917100,"CASH","M","NO",14200,33,"F","T","T","T","F","T","T","F","F","T","T"
109583,41.008500,"CARD","M","NO",29200,34,"F","F","F","F","F","F","F","F","F","F","F"
50647,38.563200,"CARD","M","YES",22100,25,"F","F","F","T","F","F","F","F","F","F","F"
95443,47.923900,"CARD","M","YES",29000,42,"T","F","F","F","F","F","F","T","F","F","F"
65225,43.856000,"CHEQUE","F","YES",25900,48,"F","F","T","F","F","F","F","F","F","F","F"
67809,10.376500,"CHEQUE","F","NO",11600,39,"F","F","F","F","F","T","F","F","T","F","F"
74314,38.703100,"CARD","F","NO",17500,31,"T","F","F","F","T","T","F","F","F","F","F"
57102,19.909900,"CASH","M","NO",16100,30,"F","F","F","T","F","T","T","F","F","T","F"
61011,18.125300,"CASH","M","YES",25000,21,"F","F","F","F","F","F","T","F","F","F","T"
52421,31.735500,"CARD","M","NO",15000,16,"T","F","F","T","T","T","T","T","T","T","F"
17064,15.325900,"CHEQUE","F","YES",15800,45,"F","F","F","F","F","F","T","F","F","F","F"
28061,37.224500,"CARD","F","YES",23200,43,"F","T","F","T","F","F","F","T","F","F","T"
12291,41.951800,"CASH","M","NO",26700,40,"F","F","F","F","F","F","F","T","F","F","T"
105095,48.078500,"CASH","F","YES",18000,50,"F","T","F","F","F","F","F","F","T","F","F"
89958,34.423900,"CASH","F","YES",19400,27,"F","F","T","F","T","T","F","F","F","T","T"
32432,28.384700,"CHEQUE","M","YES",29700,34,"F","T","F","F","F","T","F","F","F","F","T"
70063,28.393200,"CHEQUE","M","NO",18700,35,"F","F","F","F","F","F","F","T","F","F","F"
42037,49.761200,"CASH","M","NO",29900,25,"F","F","F","F","T","F","F","F","F","F","F"
24258,34.828200,"CARD","F","YES",14300,23,"F","F","F","F","F","F","F","F","F","F","F"
109672,16.529700,"CARD","M","YES",15600,20,"F","F","F","T","F","T","T","T","F","F","F"
33891,12.001700,"CARD","F","YES",13100,47,"F","T","F","F","F","F","F","F","F","T","F"
44775,23.574500,"CHEQUE","F","NO",26400,44,"T","F","F","F","F","F","T","T","F","T","F"
57101,20.758800,"CARD","M","YES",19800,49,"T","F","F","F","F","T","F","F","F","F","F"
13564,31.583000,"CHEQUE","F","YES",12900,19,"F","F","T","F","F","F","F","F","F","F","F"
28427,12.973500,"CHEQUE","M","NO",10700,32,"F","F","F","T","F","T","T","F","F","F","T"
24864,24.667600,"CASH","F","YES",19200,38,"T","F","F","T","F","T","F","F","F","F","F"
61159,47.227800,"CARD","M","NO",25000,21,"T","T","F","F","T","F","F","F","T","T","F"
10645,18.480300,"CARD","M","YES",13300,20,"T","T","F","T","F","T","T","F","F","F","F"
96076,24.441300,"CASH","F","YES",22900,36,"F","F","F","T","F","F","F","F","F","T","T"
66651,25.629200,"CHEQUE","F","YES",27900,44,"F","F","F","F","F","F","F","F","F","F","F"
61342,26.589200,"CASH","F","NO",18900,41,"F","F","F","T","T","F","T","F","F","F","F"
94754,45.085700,"CASH","F","NO",29700,41,"F","F","F","T","T","F","F","T","T","T","T"
37917,22.928800,"CASH","F","NO",10500,26,"T","T","F","F","F","F","F","T","F","F","F"
18517,42.509400,"CARD","M","YES",13900,38,"T","T","F","T","F","T","T","F","F","F","F"
14107,12.950800,"CARD","F","NO",27500,33,"F","T","F","F","F","F","F","F","F","T","F"
91117,33.610300,"CARD","M","NO",17800,21,"T","F","F","F","F","F","F","F","F","T","F"
28268,10.878700,"CASH","M","NO",21300,26,"F","F","T","F","F","F","F","F","F","T","F"
76944,47.615500,"CASH","F","YES",23900,34,"F","F","F","F","F","F","T","T","F","F","T"
58485,35.547400,"CHEQUE","M","NO",28000,27,"T","F","F","F","F","T","F","F","F","F","T"
82801,42.543900,"CARD","M","NO",20100,28,"F","F","F","T","F","T","F","T","F","F","F"
54314,31.293900,"CASH","F","YES",28700,44,"F","T","F","F","F","F","F","F","F","F","F"
106122,32.336200,"CASH","M","YES",23700,22,"F","F","T","F","F","F","F","T","F","F","F"
105188,44.361900,"CASH","M","YES",26400,39,"F","F","F","F","F","F","F","F","T","F","F"
73708,43.306800,"CHEQUE","F","NO",21900,36,"T","F","F","T","F","F","F","T","T","T","T"
72900,14.463900,"CARD","M","NO",18700,17,"T","F","T","F","F","F","F","F","F","T","F"
29343,11.038500,"CHEQUE","F","NO",27300,46,"T","T","F","F","F","F","F","T","F","F","T"
109884,35.821600,"CARD","F","NO",15100,18,"T","F","F","F","T","T","F","F","T","T","T"
32160,19.717700,"CASH","F","YES",20600,33,"F","F","F","F","F","T","T","F","F","F","T"
59297,49.356600,"CHEQUE","F","NO",22000,28,"F","F","F","T","T","F","T","T","F","F","T"
101544,38.566500,"CARD","M","NO",25100,47,"T","F","F","F","T","T","F","F","F","F","F"
94004,43.867900,"CARD","M","NO",28000,37,"F","F","F","F","T","T","T","F","F","F","F"
91074,46.564200,"CARD","F","NO",11600,19,"F","F","F","T","F","T","F","F","F","F","F"
78302,32.684100,"CARD","M","YES",20500,33,"T","F","F","T","F","F","F","F","F","F","F"
65006,10.546000,"CASH","F","NO",12600,24,"T","F","F","F","F","F","F","F","T","T","F"
27496,16.327200,"CARD","F","NO",25700,48,"F","F","F","F","F","T","T","F","F","F","T"
27306,17.390600,"CHEQUE","F","NO",10600,42,"T","F","F","T","F","T","T","F","T","F","T"
108855,32.841900,"CARD","F","YES",22800,30,"F","F","F","F","T","F","F","T","T","T","T"
30423,44.942000,"CHEQUE","F","YES",12200,45,"F","F","F","F","F","F","F","F","T","F","T"
14015,31.865700,"CASH","M","NO",17200,38,"F","F","F","T","F","F","F","F","F","F","T"
19211,35.954500,"CARD","M","NO",12700,28,"F","F","F","T","F","T","T","F","F","F","T"
18917,47.934600,"CARD","M","NO",12100,47,"F","T","T","T","F","T","T","F","F","F","T"
68104,12.329000,"CHEQUE","F","NO",20800,45,"F","F","F","T","F","T","T","F","F","T","F"
109425,23.235300,"CARD","F","YES",20300,20,"F","F","F","F","T","F","F","T","F","F","F"
55550,31.475000,"CASH","M","NO",21500,28,"T","F","F","F","F","T","F","T","F","F","F"
14514,31.601600,"CARD","F","YES",11000,45,"F","F","F","F","T","F","F","F","T","F","F"
103087,38.578000,"CASH","M","YES",15500,35,"F","T","F","T","F","T","T","T","F","F","F"
56885,33.569400,"CHEQUE","M","NO",15500,27,"F","T","F","T","T","T","T","F","T","F","T"
41866,20.451900,"CASH","F","NO",16100,34,"F","F","F","F","F","F","F","F","F","F","F"
69372,11.539500,"CARD","F","YES",10700,35,"F","T","F","F","F","F","F","F","F","F","T"
105429,15.294000,"CASH","M","NO",23300,43,"T","T","F","F","F","T","F","F","F","F","F"
15317,43.894100,"CARD","M","YES",23700,40,"F","F","T","F","F","F","F","F","F","F","F"
68156,18.115100,"CHEQUE","F","NO",26300,40,"F","F","F","F","F","F","T","F","T","F","F"
104971,35.750100,"CHEQUE","F","YES",24900,24,"F","F","F","F","F","F","F","T","T","F","T"
78626,33.097100,"CASH","M","NO",23700,47,"F","T","F","F","F","T","F","F","F","F","F"
60153,47.156000,"CARD","M","YES",27400,31,"F","T","F","F","T","F","T","T","F","F","F"
80728,21.264800,"CASH","F","YES",11700,28,"F","T","F","T","T","T","F","F","F","F","T"
100553,24.145600,"CARD","M","NO",21500,34,"T","F","F","T","F","F","F","T","T","F","F"
43962,11.676400,"CHEQUE","M","NO",22600,49,"F","F","F","F","F","F","F","F","F","T","F"
78357,28.848200,"CARD","F","NO",28600,40,"F","F","T","F","F","T","F","F","F","F","F"
82796,18.593400,"CARD","F","YES",17800,17,"F","F","F","F","T","F","F","F","F","F","F"
40459,37.993500,"CARD","F","NO",23700,47,"F","F","T","F","F","F","F","T","F","F","T"
106499,26.958800,"CASH","M","YES",10700,31,"F","F","F","T","F","T","T","F","F","F","F"
109224,20.095200,"CHEQUE","M","NO",27500,18,"T","F","F","F","F","F","T","F","F","T","F"
32182,13.327100,"CASH","F","YES",24300,29,"F","F","F","F","F","F","T","F","F","F","F"
100393,28.775300,"CASH","M","NO",27200,22,"T","F","F","T","F","F","F","F","F","T","T"
26061,47.053700,"CASH","M","NO",11000,22,"T","T","F","T","T","T","T","F","F","T","F"
47330,20.934800,"CASH","F","YES",18800,21,"T","F","F","F","F","T","F","T","F","F","T"
94864,43.474500,"CHEQUE","F","NO",14200,47,"F","F","F","F","F","F","F","T","F","F","F"
28959,21.585200,"CASH","M","NO",23600,38,"F","F","F","F","F","T","F","F","F","F","F"
54462,38.838600,"CASH","M","NO",15900,31,"F","F","T","T","F","T","T","T","F","F","F"
63880,16.747700,"CASH","F","NO",20800,23,"T","F","F","F","T","F","F","F","F","T","F"
104630,49.688700,"CARD","F","YES",23800,19,"T","F","F","F","F","F","F","T","F","F","T"
11565,44.974500,"CASH","F","NO",16400,19,"F","T","T","T","F","F","F","T","F","T","F"
93527,33.361000,"CASH","M","YES",29700,38,"F","F","F","F","F","F","T","T","F","F","F"
88812,28.876100,"CARD","F","NO",10500,34,"F","F","F","F","F","F","T","F","F","F","F"
61107,30.314000,"CARD","F","YES",21100,30,"T","F","T","F","F","F","F","F","F","F","F"
104722,33.667700,"CARD","M","YES",16700,38,"F","F","F","T","F","T","T","F","F","F","F"
10915,12.462400,"CARD","F","NO",13500,22,"T","F","T","F","T","T","F","F","F","T","F"
33056,14.401300,"CHEQUE","M","NO",23500,27,"F","F","F","F","F","F","F","F","F","F","F"
78967,36.166000,"CHEQUE","M","YES",14500,25,"F","F","F","T","F","T","T","F","F","F","F"
81825,25.071300,"CARD","F","NO",12300,21,"T","F","T","F","F","F","F","F","F","T","F"
51846,37.074800,"CARD","F","NO",14000,21,"T","F","F","F","F","F","F","F","F","T","F"
58288,14.481000,"CARD","M","NO",16000,24,"F","F","F","F","F","F","F","F","F","F","F"
30459,32.675500,"CHEQUE","F","NO",20500,29,"F","F","F","T","F","F","F","T","F","T","T"
70018,42.799800,"CHEQUE","F","YES",25800,39,"T","F","T","F","F","T","T","T","F","T","T"
62789,15.160900,"CASH","M","NO",14000,25,"T","F","F","T","F","T","T","F","F","F","F"
102887,33.315800,"CHEQUE","M","NO",20300,46,"T","F","F","F","F","T","F","F","F","F","F"
83102,48.007700,"CASH","M","YES",14600,47,"F","F","F","T","F","T","T","F","F","T","F"
57268,25.026700,"CASH","M","YES",22000,25,"T","T","F","F","F","F","F","F","T","F","F"
78139,48.557800,"CASH","M","NO",25200,29,"T","F","F","T","T","F","F","F","F","F","F"
86331,45.452100,"CARD","M","NO",10300,29,"F","F","F","T","F","T","T","F","F","T","T"
31384,37.205600,"CARD","M","NO",27500,27,"F","F","F","T","F","F","F","F","F","F","F"
63996,13.735300,"CHEQUE","F","NO",22600,23,"F","F","F","T","F","F","F","F","F","T","F"
99025,29.079800,"CARD","M","YES",27400,42,"F","T","F","F","F","F","F","F","F","F","F"
95921,34.857600,"CASH","F","YES",23300,43,"T","F","F","F","F","F","F","T","F","F","T"
99164,30.696500,"CASH","M","NO",21600,26,"F","F","T","F","F","F","F","F","T","F","T"
